Avg. Area Income,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
79020.65,6.26,2.02,34405.48,1120851.52
56402.54,8.08,5.23,29689.70,696467.17
61056.15,8.46,5.03,18606.66,631656.47
55558.47,7.20,6.11,56250.46,1366988.24
89760.92,7.00,6.06,54061.26,1919053.53
55529.91,9.02,4.05,45008.24,1460341.01
75534.28,7.10,6.46,27730.75,935488.61
73266.00,5.71,4.12,30667.23,896246.15
61611.75,7.01,3.34,18947.56,894203.57
66790.96,7.37,6.22,47064.02,1353729.53
69604.52,7.73,4.34,41785.91,1496177.42
43241.98,6.70,2.39,29478.53,629657.61
51510.70,6.66,4.45,31773.29,549167.94
80315.49,5.12,3.45,39733.60,1737582.28
65483.26,7.04,4.05,33303.47,1247281.70
92736.00,6.85,4.36,47376.47,1779899.00
62678.34,6.47,3.45,44965.31,1032663.00
86583.93,7.13,5.16,45514.15,1815809.62
62369.71,6.54,2.24,47224.76,1387114.42
55624.67,6.86,3.18,45644.24,1262012.93
63421.90,8.78,3.09,11511.39,1432318.47
77521.06,7.08,5.43,32624.65,1501622.13
73370.47,5.84,4.42,47740.76,1275676.98
82768.61,7.06,4.20,23581.39,1476989.18
68368.04,7.06,5.13,22033.12,796289.31
67041.97,5.35,3.39,15633.10,707345.06
55507.31,8.06,6.22,44669.46,1318231.42
43795.31,7.88,6.50,48114.02,1020861.34
67754.69,7.59,5.23,51905.89,1527691.70
78088.22,8.36,3.33,33389.76,1536234.71
67909.38,6.51,4.03,36742.34,1482123.62
51967.24,7.11,5.10,21454.20,657169.30
81707.24,6.56,4.49,37968.89,1390200.22
59865.77,6.39,4.21,30905.02,613788.32
61544.58,7.79,3.01,30699.39,677772.35
80228.60,8.77,3.29,27255.25,1535946.64
60865.40,6.23,4.46,43351.37,990004.73
59866.95,5.90,4.16,32064.60,1039380.72
64769.64,7.70,4.16,43510.94,1107286.97
89286.08,6.80,2.45,26176.77,1340909.80
83373.01,7.42,5.36,25663.23,1335883.83
59278.95,8.85,3.16,12351.72,1015010.54
71232.91,5.80,2.07,31088.89,676979.72
72102.56,5.85,2.38,41409.17,1110114.22
80528.50,8.56,5.30,37717.25,1641030.48
54051.02,7.65,3.21,27822.50,914378.33
66465.37,7.08,6.21,41130.09,1258563.86
70085.95,7.13,5.22,51446.69,1440909.00
75475.51,7.60,6.40,47447.88,1624137.60
88824.50,6.70,4.06,28715.70,1869886.31
65948.92,8.85,3.10,41260.92,1302748.86
68219.51,8.22,6.22,42342.58,1429529.63
74881.06,7.39,3.17,23526.50,1023162.95
59886.42,5.72,3.50,54546.83,673571.35
75291.06,7.30,4.06,48224.14,1657667.33
69350.79,8.29,4.29,36779.06,1392083.82
79687.76,7.34,6.09,20867.67,1360100.72
61679.17,7.11,5.41,34867.99,1103021.38
77527.54,5.87,4.00,41812.80,1322914.05
65010.55,7.53,6.32,34706.87,1305185.54
60503.00,7.42,5.17,49155.51,1431517.36
52282.12,6.78,3.05,45867.87,1137446.99
54293.14,6.94,4.23,49751.63,1010477.39
64912.52,6.03,4.18,48685.42,1449033.43
70213.65,5.83,3.26,34386.43,1064569.61
48640.10,8.61,4.07,33381.24,607249.42
64534.47,7.38,4.22,52933.67,1202227.96
58337.23,5.68,2.18,38235.03,816813.53
78845.76,5.65,2.30,54845.49,1598159.23
74691.95,7.94,5.29,55403.09,1658381.01
68217.68,6.59,3.32,49240.84,1312093.36
55306.14,6.41,4.06,32142.95,647982.65
69012.77,9.84,5.09,33069.76,1492786.63
60846.62,7.67,3.16,28172.07,627733.74
93838.10,8.54,5.50,44138.01,1827500.89
78918.87,7.45,3.50,36711.62,1339254.73
83896.36,5.26,4.36,43672.63,1620949.44
78501.86,6.90,3.18,34685.82,1637944.64
78239.41,7.03,3.05,36936.63,1216888.02
70220.04,6.79,4.47,46222.46,1555497.55
62184.54,7.43,6.22,26008.31,873048.32
68201.41,5.97,2.30,43468.16,846055.72
66862.88,6.23,3.49,15325.65,1028493.60
83638.12,7.00,4.29,24565.98,1569600.45
81149.73,7.08,3.45,54929.67,1798232.80
75318.69,8.75,3.45,33280.59,1402146.87
50847.11,5.36,4.38,34763.70,398909.51
70090.32,6.20,2.36,26390.81,933157.34
63629.85,7.76,5.31,33517.69,712285.83
67076.05,7.23,3.12,40406.51,1261927.42
61909.04,6.59,4.29,28953.93,1063964.29
66623.69,6.94,2.03,47995.10,1302029.01
82391.52,7.70,3.02,33232.34,1957891.59
62917.32,6.02,2.14,36845.31,849153.12
61214.74,7.52,6.25,32254.40,1070720.06
55952.69,6.32,3.03,30758.28,714166.40
93993.40,5.14,3.29,37062.48,1441882.52
69436.14,7.67,3.07,30884.96,693681.00
67295.02,6.98,3.23,40190.10,1060123.73
77825.23,7.43,5.17,31439.97,1535262.44
54432.46,8.00,5.38,41557.58,1454681.94
58180.42,7.59,3.07,36506.98,1062593.48
88904.34,6.44,2.42,41807.60,1907859.06
79442.51,5.98,2.45,4114.49,965318.70
67389.90,5.91,2.35,34710.21,1109640.00
64381.08,6.58,3.20,44712.48,1118595.12
70881.44,7.63,4.28,36040.21,1049661.04
82859.59,6.93,4.41,60040.55,2294647.78
66736.99,7.43,6.26,54086.90,1356062.10
66274.46,5.06,3.15,30082.07,989903.64
64621.64,6.44,3.12,44288.09,1499243.17
67285.32,6.63,2.21,37956.29,1160246.73
69916.81,5.86,2.33,41686.41,1302347.57
85802.97,6.86,4.17,26139.27,1553311.16
77459.76,5.98,4.48,37910.29,945252.19
69612.40,7.78,6.36,26489.31,1158697.60
74898.66,4.88,3.45,32530.26,1261239.27
59483.93,6.96,3.21,38894.23,1257282.16
68527.54,7.67,4.38,34977.45,1279464.65
48278.86,7.44,6.43,51148.23,943854.73
74333.54,5.41,2.10,41440.20,1404540.76
91118.13,7.52,5.08,23038.45,1296636.27
75667.79,6.94,2.27,46782.39,1450996.04
81754.91,8.07,4.04,42975.62,1654965.30
62314.21,6.10,3.21,48263.04,1030866.95
64421.25,5.11,4.14,42873.05,1204103.09
68631.71,6.73,3.05,39635.83,1115721.69
60317.78,7.03,3.42,32276.03,606863.14
58387.98,7.39,3.02,28318.26,971174.99
62406.53,7.25,6.12,30541.10,1029855.71
81025.45,6.39,4.02,25851.04,1246791.03
75951.57,5.06,2.33,35230.80,1146886.09
73480.21,6.68,4.35,19481.39,1075550.22
67535.21,6.47,2.02,32375.83,1074263.32
61577.43,6.85,2.27,34810.29,1115394.39
73388.47,8.56,3.15,41648.11,1496210.22
57730.32,9.00,6.06,42451.31,1299991.95
68101.12,6.28,4.07,29827.67,1446983.54
63513.47,6.68,4.11,46819.13,1257376.17
75866.04,6.26,2.48,36698.65,1549303.50
58696.59,6.65,3.35,21434.06,828477.29
76415.55,6.58,2.15,52719.92,1642011.34
71090.65,6.23,2.33,26030.46,847387.21
67470.51,6.86,2.33,32200.52,968082.16
65244.88,7.01,6.03,39757.70,1495384.00
61249.57,6.40,3.16,30288.70,678721.88
77502.47,6.87,4.49,39075.64,1427551.14
51445.19,7.48,5.16,44966.07,1093873.29
73956.99,6.25,2.33,46775.81,1653232.55
70221.36,6.99,3.15,39692.11,1178272.30
58354.57,6.43,3.18,35765.75,755843.71
79274.80,8.14,5.18,42773.61,1210366.53
58195.29,6.54,2.33,31789.97,980231.23
68001.20,7.23,4.41,47116.06,1122083.25
80174.92,6.85,3.18,45233.33,1441376.39
57160.20,6.92,3.13,43467.15,1251794.18
70799.77,7.32,5.06,33865.62,1257217.29
95000.79,8.03,5.45,44202.66,1986811.17
76808.34,6.74,4.21,31129.64,1550242.01
63167.19,7.62,3.40,34317.50,1305127.34
68366.34,5.37,2.17,42522.59,940162.72
67920.18,7.16,3.50,15800.75,690958.55
68803.55,8.04,5.21,39475.40,1153029.62
62126.75,8.20,5.38,20803.69,1116487.36
76398.38,6.35,3.42,39014.97,1534171.95
55510.47,8.05,4.24,26153.07,893435.12
38734.01,6.30,2.31,38890.89,401148.57
62245.74,8.40,6.14,44373.63,1290755.04
88933.20,7.08,5.50,52976.31,1865071.41
58229.77,7.85,5.03,44972.03,1251430.92
58282.10,5.52,3.05,49585.56,1133910.65
73689.43,8.57,4.02,49240.32,1688093.26
61667.72,7.33,4.20,65184.58,1394132.24
78462.91,6.48,4.23,17227.91,923444.14
50857.10,8.53,3.26,40790.18,1131533.56
73331.55,7.09,3.15,42656.44,1475700.71
52541.32,7.23,3.20,41258.26,842985.85
77922.99,5.63,4.40,36561.83,1327718.38
68811.67,6.50,2.02,33910.83,1220700.70
55421.17,7.53,3.07,30995.21,1403176.43
68776.67,7.49,4.43,37986.70,1331656.49
55691.50,7.85,4.18,44019.21,1051567.95
72654.57,8.34,3.23,51456.15,1813857.83
67362.46,7.01,4.21,32363.38,1041237.82
90864.00,6.37,2.44,41837.48,1746086.99
69173.67,6.15,4.03,44935.38,1412881.78
85592.38,7.83,6.46,25670.38,1557626.78
61625.06,7.46,3.10,52850.41,1797105.10
65198.00,5.62,4.18,28162.44,923246.86
76009.30,5.39,3.30,26888.41,834185.58
69421.03,6.86,2.46,38962.02,1603749.98
79348.44,5.81,3.09,50519.29,1510996.44
81239.17,7.76,4.04,27384.87,1496539.31
71348.47,8.09,5.47,45263.04,1447325.64
76024.77,8.57,5.50,16619.27,1361841.95
62421.97,7.09,5.48,50370.06,1409977.13
85192.74,6.89,2.22,22850.06,1534111.58
76113.37,7.07,6.13,46903.74,1484688.23
75767.70,8.30,3.37,27444.59,1379169.45
78070.07,8.40,3.24,60023.36,1884385.65
70965.07,7.46,6.26,15482.45,856383.50
83016.43,6.31,3.46,34140.17,1689512.18
71105.29,7.78,4.49,48457.02,1640185.80
42814.99,6.08,4.02,41426.39,452530.18
68071.43,6.11,3.39,35525.88,980145.78
72992.36,7.60,5.02,35123.38,1449409.44
60912.72,6.82,3.17,41100.33,814784.25
70670.58,7.95,5.13,40022.34,1735637.41
52308.34,5.53,3.49,35703.99,964924.49
68210.63,7.35,5.37,52591.36,1490718.33
69380.01,8.02,5.18,28115.60,1086186.43
80366.37,7.31,4.31,42775.98,1759180.04
74775.22,6.80,2.06,36903.31,1315828.86
65210.24,7.54,3.11,39286.16,1137685.12
77336.03,6.27,4.43,30222.69,1446155.18
72661.75,6.97,4.18,47048.49,1602903.28
78656.38,7.63,3.13,30157.63,1440246.33
63824.39,5.00,4.00,40086.46,800146.23
74625.74,9.03,4.44,35548.65,1491538.50
60749.23,6.17,3.25,32891.16,969323.49
68780.91,7.75,6.20,36591.96,1055772.87
68923.68,6.58,4.29,40903.56,1299430.18
70190.80,6.66,2.01,29215.14,1340094.97
86690.87,6.68,3.23,42589.62,1723729.66
68935.22,7.41,5.48,37908.35,1214104.93
56852.00,5.85,2.21,23915.56,393639.07
51586.27,6.93,3.47,55449.41,1472539.96
58276.58,5.85,4.01,31457.04,502553.05
82713.91,4.58,4.29,29936.40,1296223.71
73451.09,5.91,2.10,49251.81,1342814.95
69667.18,6.57,4.42,53056.06,1698219.76
59375.19,7.57,4.41,20794.82,555504.15
66036.74,7.14,3.02,45577.30,1298980.83
65885.14,6.20,4.02,34100.92,1440736.58
77417.22,7.58,6.29,26527.30,1145351.16
78276.40,7.00,4.23,29483.36,1546957.23
67160.85,6.86,2.12,33805.33,1070818.73
81835.86,5.84,3.34,51039.39,1993453.67
61426.00,6.48,3.32,45701.33,891981.10
80889.67,7.99,6.18,12513.68,1443842.02
91458.33,5.98,2.31,34252.73,1305219.52
59119.59,7.73,6.42,45539.12,1238708.76
77413.93,6.55,3.21,28795.12,1241386.74
60421.75,5.78,4.07,32754.83,849008.70
79354.05,8.15,6.22,39092.19,1656785.45
63151.16,9.92,5.04,42266.29,1896650.32
68805.02,8.13,6.37,40744.09,1300362.03
78032.88,7.62,4.24,35334.63,1159749.09
76071.79,6.86,2.05,15586.36,1263743.97
63334.57,7.29,6.25,35638.54,1292643.52
63650.86,8.04,3.40,46457.02,1357710.96
66181.92,6.55,3.14,25337.01,945551.15
71717.19,7.71,5.24,51974.84,1572099.69
74419.54,8.47,3.31,48591.39,2019424.22
59289.68,5.53,4.28,29496.95,831471.53
72197.38,5.73,3.03,34598.98,1408347.44
69423.93,6.70,2.30,36409.13,1154126.22
64231.68,8.75,5.32,59717.67,1521085.47
66005.31,9.37,4.13,43283.93,1522143.64
82943.89,6.28,4.25,50524.74,1528714.31
71735.98,7.08,4.20,38244.58,1289042.12
57319.95,7.31,6.19,44738.40,1222799.34
72363.20,4.53,3.03,42543.54,792174.17
87678.16,7.71,3.16,43805.52,1753967.48
66404.17,6.20,4.50,35977.32,1149524.70
94295.66,7.26,6.43,46014.58,1876497.27
60891.73,6.32,3.19,41217.12,1045348.23
82264.15,6.42,3.46,37581.05,1323300.72
58666.23,6.46,2.45,48132.62,997239.71
62497.33,7.46,4.09,27485.24,1204939.90
84226.17,7.93,5.01,30167.23,1877941.97
74380.94,7.64,3.02,37315.79,1245053.43
73753.74,6.16,2.42,24970.71,1165990.60
76355.74,7.12,4.23,50209.55,1517152.58
59024.71,6.07,3.36,36271.53,847767.92
54241.46,7.03,3.30,38997.78,1012269.47
90493.60,6.53,2.48,45211.01,1439431.45
82665.22,6.35,2.44,35513.46,1461511.88
45520.55,7.68,4.15,20070.23,678587.24
58927.58,4.42,4.23,49100.82,783350.67
63689.48,8.70,6.19,36260.07,1499552.27
82989.96,7.77,4.49,19372.75,1458422.81
81614.87,6.29,3.17,33611.44,1228879.87
78661.55,5.55,4.04,25087.37,932380.55
56907.13,7.19,4.17,38959.49,834268.34
74636.90,8.90,6.43,22880.82,1351007.04
63926.11,5.70,3.35,54954.76,1068786.67
62320.26,8.43,4.00,14596.25,1124396.25
101599.67,7.48,6.39,37523.86,2370231.32
66051.55,7.80,6.49,26761.94,1334952.61
71475.83,5.65,4.14,48227.07,1504441.01
63137.98,6.91,3.36,47697.27,1153435.09
57223.57,8.46,3.43,44907.38,1259357.02
76075.15,5.99,4.16,40368.56,1567745.81
74579.27,7.34,5.37,44873.84,1516419.72
84292.53,6.77,3.21,36446.87,1365151.39
79120.44,5.40,4.25,39563.97,1046030.11
57143.68,6.85,2.09,51479.07,1233965.84
66300.58,5.59,4.22,31581.84,1009769.08
70161.33,5.82,4.30,37787.66,1453597.51
75212.33,6.69,3.17,23162.91,1103206.75
86762.88,5.11,2.09,47724.58,1571253.53
69180.02,5.51,2.29,38114.53,1400111.50
78010.92,8.21,4.42,44157.29,1822987.82
65192.11,8.02,4.47,26228.39,1174747.55
61325.08,6.30,2.48,51406.74,1147908.53
62617.33,6.45,3.48,48372.30,1124125.92
63970.62,6.50,2.50,31944.55,822934.83
68860.59,7.35,3.03,40542.81,1448774.97
66701.77,7.92,4.36,37752.92,1063630.93
73823.94,7.59,3.19,10555.70,861657.40
62995.19,6.19,4.43,34347.24,1034760.04
75864.50,6.66,3.06,35756.69,1240864.15
72687.73,7.80,5.34,35427.11,1442372.04
67059.92,8.37,6.46,35294.28,1390620.17
64705.38,6.39,2.24,33900.20,862407.82
62382.46,6.73,2.05,14347.02,695152.17
61355.95,6.39,3.03,43645.05,1392537.29
59331.07,8.40,5.09,46669.90,1200653.35
44218.54,9.45,4.23,35420.74,920540.65
59260.86,6.78,3.22,55030.17,1300433.58
79159.30,6.08,4.01,41296.73,1172188.19
76916.95,5.62,3.20,28213.41,1054732.60
62450.63,5.85,3.12,41190.21,615568.11
66447.48,8.42,4.31,48261.05,1271396.52
62173.58,5.66,3.14,3883.45,231189.82
59611.33,7.40,3.27,40395.08,1040782.49
65531.11,5.56,3.07,39367.45,1111710.90
52681.23,7.12,3.22,44203.08,885796.28
53348.63,6.54,2.50,36499.84,809755.62
53048.67,5.33,3.36,46984.16,1095794.17
74283.06,7.54,6.22,21446.34,1138609.17
50212.44,7.40,5.44,20913.66,873241.99
75012.34,6.60,4.10,42877.42,1413579.82
81858.57,6.22,4.03,32549.99,1730084.48
53664.08,5.94,2.19,57110.65,996243.42
89502.85,5.18,2.01,40836.13,1273518.74
51927.99,7.17,6.05,32256.64,970177.11
75927.36,6.08,4.19,22993.64,1143203.07
84802.79,7.84,6.04,35748.33,1437983.82
66961.66,3.95,2.31,33423.29,1128720.42
86375.56,6.66,3.05,39781.75,1532533.61
59046.44,7.34,4.06,37813.71,1082588.73
68368.40,7.30,5.31,28438.89,1156308.17
61018.60,8.24,3.30,43395.74,1168760.43
65566.36,7.30,6.15,30117.17,1357575.85
59878.07,6.69,4.01,44212.91,920498.94
76573.48,8.86,3.37,40002.33,1810782.41
69013.37,6.45,4.26,17180.48,903657.56
78734.49,6.09,3.08,36688.16,1850513.53
59035.95,6.72,2.03,34753.42,1148720.91
83940.13,6.58,3.23,34602.38,1492033.20
54920.06,6.19,3.44,22835.58,831168.83
65554.84,7.98,6.47,39239.84,1130677.47
60168.27,6.32,3.12,33460.47,737202.46
52540.80,7.39,3.24,32090.23,578309.09
57182.80,5.24,4.22,39293.04,1112223.01
55470.08,6.81,2.49,36246.41,962531.66
67877.02,6.32,2.38,19524.10,843650.83
69439.94,8.19,5.38,33995.77,1217267.93
51874.10,7.00,3.35,26197.84,450307.02
75655.91,6.77,3.33,31225.12,1663473.12
83973.30,5.46,4.03,20159.92,1164615.97
65987.71,5.69,3.35,31771.53,1263018.13
94292.26,7.28,5.36,53620.89,2197436.88
62938.22,7.66,3.15,48947.36,1721261.81
72124.77,7.95,5.19,45415.72,1670908.66
56398.33,7.12,4.16,50909.70,1148749.93
50665.99,7.07,5.19,29726.01,1154883.29
89475.56,5.23,2.40,31070.43,1707269.53
45633.84,6.83,2.35,42371.58,1108406.79
66875.73,8.39,4.22,28819.04,1256599.18
57849.55,6.35,2.38,43048.78,1180967.73
62881.16,6.51,2.12,22580.31,905435.84
61091.45,8.20,4.05,46536.72,1450122.72
65973.38,9.01,3.38,40765.40,1382810.71
70280.69,5.63,2.37,38916.17,868694.07
74428.13,6.11,2.49,49465.95,1471746.56
49500.18,7.51,5.47,25186.54,676377.66
88905.84,5.99,2.16,26964.69,1462422.26
63858.08,7.14,5.40,23808.18,1036782.24
64044.03,5.83,4.41,58888.00,1122967.39
73035.03,8.11,4.23,43408.42,1877073.57
77722.50,7.74,6.13,57287.60,1657363.06
69185.71,8.72,6.19,50096.98,1757395.79
67203.29,7.30,6.09,44610.45,1539084.92
69446.46,8.50,6.29,47025.18,1738788.38
68700.27,6.58,2.26,22481.16,1189466.71
56671.15,6.29,4.27,54543.44,1316793.57
76824.56,6.70,4.23,43904.63,1542970.95
62846.91,5.14,2.04,34628.99,1024973.20
73086.24,6.40,4.34,28913.11,1353182.49
70072.52,8.48,6.20,43181.82,1594089.24
74881.60,8.46,5.11,60895.41,1501048.20
53288.00,7.00,3.22,48927.30,810537.15
74245.87,5.96,4.22,53039.32,1270297.54
83112.21,6.57,4.09,44876.90,1591022.90
65243.82,7.99,6.38,26710.18,1040652.84
62926.70,6.41,2.14,6248.76,639471.74
53302.26,5.61,2.02,33222.76,867898.28
54965.88,6.83,4.32,47460.61,776125.60
73704.63,6.56,2.37,11637.89,1202844.37
64675.13,6.44,3.42,53742.84,1346379.98
72392.89,7.08,4.23,23997.45,1014430.12
75033.92,6.99,2.39,27355.83,1373512.30
81291.67,8.43,4.19,33097.56,1454749.81
55992.03,8.10,3.08,32032.64,1166600.46
57108.62,6.39,2.23,43511.02,1093253.49
82373.21,7.21,4.40,67701.65,2130762.00
67433.40,6.56,3.05,41030.41,1719762.31
61088.39,6.09,2.18,40426.84,1019880.65
69650.73,6.20,3.05,41608.06,1296645.37
64163.54,6.93,3.00,39354.79,1372878.53
68606.87,6.98,3.43,36084.84,1117011.11
65739.69,6.72,4.16,27721.39,959734.81
50709.35,6.82,3.18,60199.84,1074824.82
65083.88,8.37,3.20,39498.30,922054.13
58726.53,6.98,3.24,40771.03,1017374.02
58593.45,6.66,2.10,45694.51,1227401.54
59466.87,7.11,3.26,44825.81,1226041.78
79619.86,8.35,3.11,36156.92,1411334.22
63134.64,8.48,6.25,27554.29,1317234.04
81699.92,4.77,4.40,33957.00,1250144.01
49863.23,9.64,5.03,42056.85,1389047.56
66835.22,5.23,3.16,23523.60,792449.54
81301.92,6.78,4.06,40860.12,1860681.95
67350.17,8.03,4.13,26076.39,1110827.82
77947.46,7.19,5.46,29660.80,1539129.36
59941.02,6.94,2.37,37853.30,1132779.84
69876.36,7.25,6.13,20038.86,839629.51
74909.72,6.92,2.29,40193.53,1243239.00
62209.87,7.99,4.27,32529.95,1104109.04
83372.64,7.86,4.32,14502.44,1664301.51
59273.42,7.66,6.00,20353.16,818289.76
52916.37,7.57,4.40,36105.07,1062666.37
64714.52,5.49,4.45,23836.54,730043.65
63427.81,8.73,6.00,31689.93,1307173.87
72885.52,4.97,2.22,36711.49,1464710.21
63780.04,5.89,4.10,32010.23,769851.80
59709.93,6.38,3.32,39383.97,1012023.40
68275.58,6.28,4.13,31383.07,866328.13
78556.80,5.78,3.16,34677.72,1222726.56
57471.94,7.36,5.37,35822.60,998702.04
58583.51,9.47,6.47,39910.34,1644242.14
66537.25,9.27,6.12,53721.14,1817188.45
78269.14,6.02,2.30,54954.97,1553976.23
70562.36,5.01,3.48,26073.22,850593.34
65594.07,7.11,3.30,24580.56,1179987.32
72493.21,7.51,4.23,40722.66,1554986.69
60757.08,8.16,5.35,35561.08,1281378.17
72920.87,7.74,3.43,35656.23,1125677.60
76134.68,8.43,3.13,34956.13,1705889.89
56957.84,5.94,2.05,29498.96,783565.10
54642.71,8.98,6.12,42987.07,1355362.96
60018.89,5.26,3.07,35188.92,927181.07
67417.11,6.20,3.48,36002.30,1058517.81
56088.64,8.84,6.24,44796.59,1397564.16
70850.13,5.49,3.12,14731.97,635429.23
69692.47,6.38,4.27,41818.00,1104701.23
68104.66,7.05,3.05,35008.27,1368135.00
50521.46,7.15,5.11,36713.86,1204117.42
64900.20,7.26,3.31,21815.49,517937.59
78951.74,5.76,2.18,31055.05,1241182.83
77553.91,8.54,6.45,53405.51,1603627.28
56734.35,8.28,4.30,27982.27,1063206.38
72827.97,4.42,4.13,39730.48,1269293.21
76306.65,6.73,4.15,18041.94,1063399.27
57293.43,7.78,4.30,27991.84,1561313.84
65088.09,6.79,3.11,39863.17,1135613.43
67813.68,6.40,3.14,30253.86,1057347.17
52866.90,5.77,4.34,31925.90,772310.23
55956.68,6.51,3.36,32844.56,989263.24
56225.55,6.69,4.13,35245.74,699323.26
71532.98,7.12,3.01,28635.37,1596342.91
70514.43,7.31,5.41,52378.25,1499153.08
54673.52,7.08,5.31,39160.55,770770.58
58412.28,8.28,6.47,22900.11,1055484.37
64861.91,8.08,5.31,25032.14,1240503.52
82632.05,5.04,3.38,13162.98,900973.38
71499.81,6.77,3.11,27417.11,1035976.95
75034.52,5.52,3.28,25348.47,1086447.51
55447.08,7.71,5.00,37723.28,1366980.91
80196.24,7.28,3.17,48694.86,1616937.02
60480.05,7.16,4.24,46361.63,1639944.96
40581.78,7.42,5.44,48820.23,509499.59
61932.87,6.75,4.34,34143.05,1200125.45
94392.90,8.29,6.32,41462.13,2142896.56
66236.43,6.36,4.01,45921.54,1301089.71
76771.89,7.53,4.26,35690.22,1860648.75
75851.04,7.15,4.45,26831.54,1283996.97
60509.84,7.72,5.29,35376.73,947355.97
62052.19,6.48,4.17,41722.66,875799.25
61657.04,7.93,4.00,42285.96,1483041.34
92609.23,7.46,5.14,29421.17,1508856.42
81038.14,6.80,2.36,35371.21,1302814.49
54012.57,7.19,5.07,21653.98,747396.25
65573.46,9.09,3.43,58195.46,1723397.09
57335.79,7.42,6.43,41826.05,1059431.45
64098.08,7.96,3.49,43769.97,1309397.05
65212.37,7.64,5.05,29582.72,981232.61
65256.14,6.90,3.24,37875.20,1389763.82
89488.64,7.29,6.12,49089.96,1599963.81
54415.83,8.01,3.25,38937.79,1208843.28
76674.52,9.29,6.17,43156.09,2059301.34
62702.37,8.13,3.27,47285.46,1272337.50
72788.17,7.34,3.09,31765.90,1390377.37
72415.43,7.37,4.08,28885.05,1212899.22
73896.10,6.08,3.05,44256.78,1393482.85
87541.45,6.40,3.22,31044.98,1603046.18
71843.76,7.43,4.44,27676.27,1063069.92
74141.33,6.67,3.40,46905.19,1068492.61
74101.49,6.87,3.46,34628.54,1337973.73
42943.94,8.37,3.25,34468.87,889831.15
71267.71,8.11,4.40,36795.40,1308231.77
72655.65,7.20,4.10,23623.30,1612102.10
72531.13,6.50,4.18,15167.41,578161.50
72259.58,6.26,2.00,45598.90,1454126.55
63593.95,8.01,6.47,40186.29,1684537.96
85696.20,4.84,4.47,24138.07,1347210.09
80077.93,7.44,4.50,30774.39,1603342.67
75339.92,7.42,5.07,49307.21,1383563.57
54618.24,5.76,4.12,40673.92,705444.12
66829.18,7.34,4.22,48776.93,1418045.72
82760.38,6.78,4.00,33839.09,1457755.98
79769.05,7.87,5.41,22669.67,1617405.42
46800.37,4.51,4.24,29587.14,456019.17
78186.28,7.18,4.37,28130.27,1348804.23
65091.31,8.59,5.42,49224.09,1579360.82
51218.68,6.61,2.35,21091.59,385678.17
74095.71,6.85,3.00,32774.02,1121023.44
62769.03,7.78,4.45,43314.16,1178553.62
64836.65,8.27,6.30,35163.52,1296467.99
59141.80,4.20,2.17,29386.58,313651.50
66698.74,8.37,5.21,51747.78,1530294.58
75892.51,6.79,3.15,40908.89,1249914.39
70031.27,9.19,4.13,36679.43,1270432.40
79757.02,6.36,2.08,45130.83,1123753.73
60029.43,7.99,6.01,32818.07,1005087.36
70329.41,8.34,4.36,48077.26,1712282.26
65907.95,5.73,3.39,33303.54,698457.68
87068.25,6.54,4.12,16083.14,1322439.11
76327.21,6.58,3.13,42939.27,1599615.74
62315.58,5.76,3.41,47163.75,1142264.25
63579.90,7.22,6.47,51246.10,1012768.76
66197.67,5.90,4.19,55849.47,1244916.55
65984.30,5.77,2.18,40976.79,1016526.59
70894.14,6.94,4.01,24878.46,1383565.70
78186.24,5.13,4.17,49617.73,1526369.65
59539.41,7.87,3.23,14403.84,961495.10
77163.30,7.51,6.06,27766.76,1228362.75
67082.03,9.03,4.45,40412.05,1674680.74
53120.63,9.20,5.39,36100.58,1411217.49
79095.28,6.74,2.50,23624.25,1476392.55
71244.17,5.33,2.36,15769.20,751324.14
79058.94,6.68,3.35,35074.26,1366714.38
84703.63,6.88,2.36,51169.59,1718625.95
73001.11,8.46,3.38,45338.09,1344869.28
90972.41,7.32,3.37,24943.96,1442079.06
77362.05,5.38,3.31,24171.18,1000892.05
70850.17,8.58,5.23,42035.99,1553395.56
81248.20,6.75,4.25,48922.52,1969256.93
72173.33,6.81,2.20,42946.08,1435261.99
46627.79,6.41,3.28,37302.53,718874.68
82113.98,6.60,2.43,51561.26,1883082.28
62622.48,8.84,6.16,48899.51,1502443.23
70607.28,4.54,3.42,58793.27,1513650.38
80335.96,5.17,4.04,56689.28,1410264.40
58765.04,4.88,4.12,30997.44,647691.84
86849.84,6.18,3.01,45178.47,1675062.89
71918.67,7.09,5.28,23690.70,1336134.49
75513.25,8.09,6.50,37175.07,1376240.62
66359.15,8.04,6.42,32976.81,1680017.24
68638.11,5.98,2.49,25380.41,1186025.95
86084.34,6.78,4.33,24447.11,1460044.55
55076.07,6.50,4.06,23794.95,650939.21
74682.22,7.33,4.12,39293.65,1525691.00
69379.24,8.27,6.40,34612.76,1827476.20
61431.83,6.07,3.18,32912.04,860399.35
74085.69,7.81,5.35,32481.52,1574181.73
54204.81,5.06,3.39,39735.07,333160.99
60842.80,8.12,3.20,45258.16,1279681.15
85429.47,6.63,3.32,36411.83,1594748.12
76602.89,8.44,5.13,20927.43,1495375.42
65629.88,7.52,6.19,17609.20,954732.90
74227.50,6.83,2.46,25934.65,1426695.69
79671.41,6.84,2.44,35953.16,1468459.95
71816.28,8.63,6.27,41178.26,1607863.83
